Site,Site_Code,Tray,Tray_Code,Class,Month,Day,Exp_Day,Sex,Num_Emerge
6,R1,1,R1T1,rural,11,2,37,M,1
6,R1,1,R1T1,rural,11,2,37,F,1
6,R1,2,R1T2,rural,11,2,37,M,0
6,R1,2,R1T2,rural,11,2,37,F,1
6,R1,3,R1T3,rural,11,2,37,M,1
6,R1,3,R1T3,rural,11,2,37,F,0
6,R1,4,R1T4,rural,11,2,37,M,0
6,R1,4,R1T4,rural,11,2,37,F,2
2,R2,1,R2T1,rural,11,3,38,F,1
9,R3,2,R3T2,rural,11,3,38,F,1
9,R3,4,R3T4,rural,11,3,38,F,1
5,S2,2,S2T2,suburban,11,3,38,F,1
5,S2,4,S2T4,suburban,11,3,38,F,1
8,S3,4,S3T4,suburban,11,3,38,M,1
6,R1,1,R1T1,rural,11,3,38,M,1
5,S2,4,S2T4,suburban,11,4,39,F,1
5,S2,2,S2T2,suburban,11,4,39,F,1
1,U3,1,U3T1,urban,11,4,39,F,2
8,S3,2,S3T2,suburban,11,4,39,M,1
8,S3,4,S3T4,suburban,11,4,39,F,1
4,U1,1,U1T1,urban,11,4,39,F,1
4,U1,3,U1T3,urban,11,4,39,F,2
6,R1,4,R1T4,rural,11,4,39,M,2
1,U3,1,U3T1,urban,11,5,40,M,1
5,S2,4,S2T4,suburban,11,5,40,M,1
4,U1,3,U1T3,urban,11,5,40,F,1
6,R1,1,R1T1,rural,11,5,40,F,1
6,R1,2,R1T2,rural,11,5,40,F,1
6,R1,3,R1T3,rural,11,5,40,F,2
6,R1,4,R1T4,rural,11,5,40,M,1
6,R1,4,R1T4,rural,11,7,42,F,1
