"Site","Date","Grid","Species","Sex"
"S2",2016-08-17,"46","Aedes albopictus","M"
"S2",2016-08-17,"86","Orthopodomyia signifera","F"
"S2",2016-08-17,"86","Orthopodomyia signifera","F"
"S2",2016-08-17,"86","Orthopodomyia signifera","F"
"S2",2016-08-30,"74","Aedes albopictus","F"
"S2",2016-08-17,"75","Aedes albopictus","F"
"S2",2016-08-30,"74","Aedes albopictus","M"
"S2",2016-08-30,"74","Aedes albopictus","M"
"S2",2016-08-30,"74","Aedes albopictus","F"
"S2",2016-09-12,"","Aedes albopictus","M"
"R1",2016-07-05,"33","Aedes albopictus","M"
"R1",2016-07-07,"33","Aedes albopictus","M"
"R1",2016-07-07,"33","Aedes albopictus","M"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes triseriatus","M"
"R1",2016-07-07,"33","Aedes albopictus","M"
"R1",2016-07-07,"33","Aedes albopictus","M"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes triseriatus","F"
"R1",2016-07-07,"33","Aedes triseriatus","F"
"R1",2016-07-07,"33","Aedes triseriatus","F"
"R1",2016-07-07,"33","Aedes triseriatus","F"
"R1",2016-07-07,"33","Culex quinquefasciatus","F"
"R1",2016-07-07,"33","Aedes albopictus","M"
"R1",2016-07-07,"33","Aedes albopictus","M"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-07,"33","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","M"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","M"
"R1",2016-07-21,"34","Aedes albopictus","M"
"R1",2016-07-21,"34","Aedes albopictus","M"
"R1",2016-07-21,"34","Aedes albopictus","F"
"R1",2016-07-21,"34","Aedes albopictus","M"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","M"
"R1",2016-08-02,"51","Aedes albopictus","M"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","M"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-02,"33","Aedes albopictus","M"
"R1",2016-08-02,"33","Orthopodomyia signifera","F"
"R1",2016-08-02,"33","Orthopodomyia signifera","F"
"R1",2016-08-02,"33","Orthopodomyia signifera","F"
"R1",2016-08-02,"33","Orthopodomyia signifera","F"
"R1",2016-08-02,"51","Aedes albopictus","M"
"R1",2016-08-02,"51","Aedes albopictus","F"
"R1",2016-08-30,"46C","Anopheles punctipennis","F"
"R1",2016-08-30,"46C","Anopheles punctipennis","M"
"U2",2016-06-20,"29B","Aedes albopictus","F"
"U2",2016-06-20,"29B","Aedes albopictus","F"
"U2",2016-06-20,"29B","Aedes albopictus","F"
"U2",2016-06-20,"29B","Aedes albopictus","M"
"U2",2016-06-20,"29B","Aedes albopictus","F"
"U2",2016-06-20,"29B","Aedes japonicus","M"
"U2",2016-07-05,"18","Aedes albopictus","M"
"U2",2016-07-05,"75A","Aedes albopictus","F"
"U2",2016-07-05,"47B","Aedes albopictus","F"
"U2",2016-07-05,"47B","Aedes albopictus","M"
"U2",2016-07-05,"47B","Aedes albopictus","M"
"U2",2016-07-05,"75A","Aedes albopictus","M"
"U2",2016-07-05,"75A","Aedes albopictus","M"
"U2",2016-07-05,"75A","Aedes albopictus","F"
"U2",2016-07-05,"75A","Aedes albopictus","F"
"U2",2016-07-05,"18","Aedes albopictus","M"
"U2",2016-07-05,"80","Aedes albopictus","M"
"U2",2016-07-05,"80","Aedes albopictus","F"
"U2",2016-07-05,"80","Aedes albopictus","F"
"U2",2016-07-05,"18","Aedes albopictus","F"
"U2",2016-07-05,"47A","Toxorhynchites","F"
"U2",2016-07-05,"75","Aedes albopictus","F"
"U2",2016-07-05,"75","Aedes albopictus","M"
"U2",2016-07-05,"75","Culex quinquefasciatus","F"
"U2",2016-07-05,"18","Aedes albopictus","F"
"U2",2016-07-05,"75A","Aedes albopictus","M"
"U2",2016-07-05,"75A","Culex quinquefasciatus","F"
"U2",2016-07-05,"75A","Culex quinquefasciatus","M"
"U2",2016-07-05,"75A","Culex quinquefasciatus","M"
"U2",2016-07-05,"80","Aedes albopictus","F"
"U2",2016-07-05,"80","Aedes albopictus","M"
"U2",2016-07-21,"40","Aedes albopictus","F"
"U2",2016-07-21,"18","Aedes albopictus","F"
"U2",2016-07-21,"18","Aedes albopictus","F"
"U2",2016-07-21,"18","Aedes albopictus","M"
"U2",2016-08-02,"40A","Aedes albopictus","M"
"U2",2016-08-02,"40A","Aedes albopictus","F"
"U2",2016-08-02,"49","Aedes albopictus","M"
"U2",2016-08-02,"49","Aedes albopictus","M"
"U2",2016-08-02,"49","Aedes albopictus","F"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"75","Aedes albopictus","F"
"U2",2016-08-02,"75","Aedes albopictus","F"
"U2",2016-08-02,"75","Aedes albopictus","F"
"U2",2016-08-02,"40A","Aedes albopictus","M"
"U2",2016-08-02,"40A","Aedes albopictus","F"
"U2",2016-08-02,"18","Aedes albopictus","M"
"U2",2016-08-02,"18","Aedes albopictus","M"
"U2",2016-08-02,"42","Aedes albopictus","M"
"U2",2016-08-02,"47B","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","F"
"U2",2016-08-02,"70","Aedes albopictus","F"
"U2",2016-08-02,"70","Aedes albopictus","F"
"U2",2016-08-02,"49","Aedes albopictus","F"
"U2",2016-08-02,"49","Aedes albopictus","M"
"U2",2016-08-02,"70","Aedes albopictus","F"
"U2",2016-08-02,"40A","Aedes albopictus","F"
"U2",2016-08-02,"75","Aedes albopictus","F"
"U2",2016-08-02,"47A","Aedes albopictus","M"
"U2",2016-08-02,"47A","Aedes albopictus","M"
"U2",2016-08-02,"47A","Aedes albopictus","M"
"U2",2016-08-02,"47A","Aedes albopictus","F"
"U2",2016-08-02,"47A","Aedes albopictus","F"
"U2",2016-08-02,"47A","Aedes albopictus","F"
"U2",2016-08-02,"47A","Aedes albopictus","F"
"U2",2016-08-02,"47A","Aedes triseriatus","M"
"U2",2016-08-17,"40","Aedes albopictus","M"
"U2",2016-08-02,"49","Aedes albopictus","F"
"U2",2016-08-02,"47A","Aedes albopictus","F"
"U2",2016-08-02,"47A","Aedes albopictus","F"
"U2",2016-08-17,"18","Aedes albopictus","M"
"U2",2016-08-17,"40","Aedes albopictus","F"
"U2",2016-08-17,"37","Aedes albopictus","F"
"U2",2016-08-17,"18","Aedes albopictus","M"
"U2",2016-08-17,"18","Aedes albopictus","F"
"U2",2016-08-17,"18","Aedes albopictus","F"
"U2",2016-08-17,"37","Aedes albopictus","F"
"U2",2016-08-17,"49B","Aedes albopictus","M"
"U2",2016-08-17,"49B","Aedes albopictus","F"
"U2",2016-08-17,"49B","Aedes albopictus","F"
"U2",2016-08-29,"42","Aedes albopictus","F"
"U2",2016-08-29,"42","Aedes albopictus","F"
"U2",2016-08-29,"42","Aedes albopictus","M"
"U2",2016-08-29,"42","Aedes albopictus","M"
"U2",2016-08-17,"37","Aedes albopictus","F"
"U2",2016-08-17,"37","Aedes albopictus","F"
"U2",2016-08-17,"18","Aedes albopictus","F"
"U2",2016-08-17,"18","Aedes albopictus","F"
"U2",2016-08-29,"42","Aedes albopictus","M"
"U2",2016-08-29,"18","Aedes albopictus","F"
"U2",2016-08-29,"18","Aedes albopictus","F"
"U2",2016-08-17,"37","Aedes albopictus","F"
"U2",2016-08-29,"18","Aedes albopictus","F"
"U2",2016-08-29,"59","Aedes albopictus","F"
"U2",2016-08-29,"59","Aedes albopictus","F"
"S3",2016-06-22,"70","Aedes albopictus","F"
"S3",2016-06-22,"70","Aedes albopictus","F"
"S3",2016-06-22,"70","Aedes albopictus","F"
"S3",2016-06-22,"70","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"49B","Aedes albopictus","M"
"S3",2016-07-07,"49B","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","M"
"S3",2016-07-07,"42","Aedes albopictus","M"
"S3",2016-07-07,"70","Aedes albopictus","M"
"S3",2016-07-07,"70","Aedes albopictus","F"
"S3",2016-07-07,"70","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","M"
"S3",2016-07-07,"42","Aedes albopictus","M"
"S3",2016-07-07,"42","Aedes albopictus","M"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"49B","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","M"
"S3",2016-07-07,"42","Aedes albopictus","M"
"S3",2016-07-07,"42","Aedes albopictus","M"
"S3",2016-07-07,"49A","Aedes albopictus","M"
"S3",2016-07-07,"49A","Aedes albopictus","M"
"S3",2016-07-07,"49A","Aedes albopictus","M"
"S3",2016-07-07,"49A","Aedes albopictus","M"
"S3",2016-07-07,"49A","Aedes albopictus","M"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"42","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-07,"49A","Aedes albopictus","F"
"S3",2016-07-21,"80","Culex quinquefasciatus","F"
"S3",2016-07-21,"80","Culex quinquefasciatus","F"
"S3",2016-07-21,"48","Aedes albopictus","M"
"S3",2016-07-21,"48","Aedes albopictus","M"
"S3",2016-07-21,"53","Culex quinquefasciatus","M"
"S3",2016-07-21,"53","Aedes albopictus","F"
"S3",2016-07-21,"80","Culex quinquefasciatus","M"
"S3",2016-07-21,"80","Culex quinquefasciatus","M"
"S3",2016-07-21,"80","Culex quinquefasciatus","F"
"S3",2016-07-21,"53","Culex quinquefasciatus","M"
"S3",2016-07-21,"53","Culex quinquefasciatus","M"
"S3",2016-07-21,"53","Culex quinquefasciatus","M"
"S3",2016-07-21,"53","Culex quinquefasciatus","M"
"S3",2016-08-03,"50C","Aedes albopictus","M"
"S3",2016-08-03,"48A","Aedes albopictus","F"
"S3",2016-08-03,"48A","Aedes albopictus","F"
"S3",2016-08-03,"48B","Aedes albopictus","M"
"S3",2016-08-03,"50C","Aedes albopictus","F"
"S3",2016-08-03,"48A","Aedes albopictus","F"
"S3",2016-08-03,"48A","Aedes albopictus","M"
"S3",2016-08-03,"50C","Aedes albopictus","F"
"S3",2016-08-03,"50C","Aedes albopictus","M"
"S3",2016-08-03,"70","Aedes albopictus","F"
"S3",2016-08-03,"53A","Aedes albopictus","M"
"S3",2016-08-03,"53A","Aedes albopictus","M"
"S3",2016-08-03,"53A","Aedes albopictus","F"
"S3",2016-08-03,"53A","Aedes albopictus","M"
"S3",2016-08-03,"53A","Aedes albopictus","F"
"S3",2016-08-03,"50C","Aedes albopictus","F"
"S3",2016-08-03,"53A","Aedes albopictus","M"
"S3",2016-08-03,"53A","Aedes albopictus","F"
"S3",2016-08-03,"53A","Aedes albopictus","F"
"S3",2016-08-03,"53A","Aedes albopictus","F"
"S3",2016-08-03,"53A","Aedes albopictus","M"
"S3",2016-08-03,"70","Aedes albopictus","F"
"S3",2016-08-17,"49B","Aedes albopictus","F"
"S3",2016-08-17,"83","Aedes albopictus","F"
"S3",2016-08-17,"83","Aedes albopictus","F"
"S3",2016-08-17,"83","Aedes albopictus","M"
"S3",2016-08-17,"64","Aedes albopictus","F"
"S3",2016-08-17,"64","Aedes albopictus","F"
"S3",2016-08-17,"64","Aedes albopictus","F"
"S3",2016-08-17,"64","Aedes albopictus","F"
"S3",2016-08-17,"70","Aedes albopictus","M"
"S3",2016-08-17,"70","Aedes albopictus","M"
"S3",2016-08-17,"70","Aedes albopictus","M"
"S3",2016-08-17,"70","Aedes albopictus","M"
"S3",2016-08-17,"49C","Aedes albopictus","F"
"S3",2016-08-17,"48","Aedes albopictus","M"
"S3",2016-08-17,"48","Aedes albopictus","M"
"S3",2016-08-17,"70","Aedes albopictus","F"
"S3",2016-08-17,"5","Aedes albopictus","M"
"S3",2016-08-02,"48","Aedes albopictus","M"
"S3",2016-08-02,"48","Aedes albopictus","M"
"S3",2016-08-02,"48","Aedes albopictus","M"
"S3",2016-08-02,"48","Aedes albopictus","M"
"S3",2016-08-02,"48","Aedes albopictus","M"
"S3",2016-08-17,"49C","Aedes albopictus","F"
"S3",2016-08-17,"49","Aedes albopictus","M"
"S3",2016-08-02,"42","Aedes albopictus","F"
"S3",2016-08-02,"42","Aedes albopictus","F"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"72","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-17,"83","Aedes albopictus","M"
"S3",2016-08-17,"83","Aedes albopictus","M"
"S3",2016-08-17,"49A","Aedes albopictus","M"
"S3",2016-08-17,"49A","Aedes albopictus","M"
"S3",2016-08-17,"5","Aedes albopictus","F"
"S3",2016-08-17,"5","Aedes albopictus","F"
"S3",2016-08-17,"5","Aedes albopictus","F"
"S3",2016-08-17,"70","Aedes albopictus","F"
"S3",2016-08-17,"70","Aedes albopictus","F"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","F"
"S3",2016-08-17,"49A","Aedes albopictus","M"
"S3",2016-08-17,"49A","Aedes albopictus","M"
"S3",2016-08-17,"49A","Aedes albopictus","M"
"S3",2016-08-17,"49A","Aedes albopictus","F"
"S3",2016-08-29,"72","Aedes albopictus","F"
"S3",2016-08-17,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","M"
"S3",2016-08-29,"70","Aedes albopictus","F"
"S3",2016-08-17,"49A","Aedes albopictus","M"
"S3",2016-08-17,"49A","Aedes albopictus","M"
"S3",2016-08-17,"49A","Aedes albopictus","F"
"S3",2016-08-17,"49A","Aedes albopictus","F"
"S3",2016-08-17,"5","Aedes albopictus","M"
"R3",2016-06-22,"40","Aedes albopictus","F"
"R3",2016-06-22,"40","Aedes albopictus","F"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","M"
"R3",2016-06-22,"26","Culex quinquefasciatus","F"
"R3",2016-06-22,"26","Anopheles punctipennis","M"
"R3",2016-06-22,"26","Anopheles punctipennis","M"
"R3",2016-06-22,"26","Anopheles punctipennis","F"
"R3",2016-07-07,"26","Culex quinquefasciatus","F"
"R3",2016-07-07,"26","Culex quinquefasciatus","F"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"40A","Aedes albopictus","M"
"R3",2016-07-07,"40A","Aedes albopictus","M"
"R3",2016-07-07,"40A","Aedes albopictus","M"
"R3",2016-07-07,"40A","Aedes albopictus","F"
"R3",2016-07-07,"26","Culex quinquefasciatus","M"
"R3",2016-07-07,"26","Culex quinquefasciatus","F"
"R3",2016-07-07,"26","Anopheles punctipennis","M"
"R3",2016-07-07,"40A","Aedes albopictus","F"
"R3",2016-07-19,"27","Anopheles punctipennis","M"
"R3",2016-07-07,"40A","Aedes albopictus","F"
"R3",2016-07-19,"27","Culex quinquefasciatus","F"
"R3",2016-07-19,"27","Culex quinquefasciatus","F"
"R3",2016-07-19,"27","Culex quinquefasciatus","F"
"R3",2016-07-19,"39","Aedes albopictus","F"
"R3",2016-07-19,"39","Aedes albopictus","F"
"R3",2016-07-19,"39","Aedes albopictus","F"
"R3",2016-08-02,"40A","Aedes albopictus","M"
"R3",2016-08-02,"40A","Aedes albopictus","M"
"R3",2016-08-02,"40A","Aedes albopictus","M"
"R3",2016-08-02,"40A","Aedes albopictus","M"
"R3",2016-08-02,"40A","Aedes albopictus","F"
"R3",2016-08-02,"40A","Aedes albopictus","F"
"R3",2016-08-02,"40A","Aedes albopictus","M"
"R3",2016-08-02,"40A","Aedes albopictus","F"
"R3",2016-08-02,"40A","Aedes albopictus","M"
"R3",2016-08-02,"40A","Aedes albopictus","M"
"R3",2016-08-02,"51","Aedes albopictus","F"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","F"
"R3",2016-08-15,"26","Anopheles crucians","M"
"R3",2016-08-15,"40A","Aedes albopictus","F"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","F"
"R3",2016-08-15,"26","Anopheles punctipennis","M"
"R3",2016-08-15,"26","Anopheles punctipennis","F"
"R3",2016-08-15,"26","Anopheles punctipennis","F"
"R3",2016-08-15,"26","Anopheles punctipennis","F"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-15,"40A","Aedes albopictus","F"
"R3",2016-08-15,"40A","Aedes albopictus","F"
"R3",2016-08-15,"40A","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"38","Anopheles punctipennis","F"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","M"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
"R3",2016-08-29,"40","Aedes albopictus","F"
